Mã,Năm,current_ratio,cash_ratio,nwc_to_ta,debt_to_ta,debt_to_equity,short_term_debt_share,asset_turnover,receivables_to_revenue,inventory_to_revenue,cluster,cluster_agg,npm,risk_level,risk_prev,npm_prev,alert_level,delta_npm
CII,2020,-0.342901308139797,-0.42332431284199806,-0.5874167356565564,1.2385727314704118,0.6775978229799773,-1.5635645487095424,-0.7849076024544416,0.07724175047662074,0.001895753128857696,1,4,0.08783319356596049,Low,,,Green,
CII,2021,-0.33440258657014105,-0.36708704278761184,-0.8959687988261341,1.2746132768134104,0.17106486301775523,-1.415537807073191,-0.8764735904207969,-0.06857746183236327,-0.08538748898268758,1,4,-0.08464107917514617,Low,Low,0.08783319356596049,Red,-0.17247427274110666
CII,2022,-0.4653344520144073,-0.45483710261488214,-1.4586534465734005,1.1825066226888112,0.8810539551580974,-1.2823485170931563,-0.6985055169077202,-0.052749902820578246,-0.0708898364255724,1,4,0.14971288768567348,Low,Low,-0.08464107917514617,Green,0.23435396686081966
CII,2023,-0.3714699899390927,-0.32359692658925804,-1.2214935158119438,1.335807290935276,0.48154037235257324,-1.8149113733869235,-0.7731337275084212,-0.039922920779936054,-0.09650000846186178,1,4,0.11973689367604902,Low,Low,0.14971288768567348,Yellow,-0.02997599400962446
CII,2024,-0.3382145149148116,-0.2849239143964049,-1.0713424656649084,1.3399748854041156,1.1665264324103197,-1.8406723451201732,-0.7911626514386192,-0.06857746183236327,-0.05791908808487476,1,4,0.2100943309230569,Low,Low,0.11973689367604902,Green,0.09035743724700789
CKG,2020,-0.10516760373130093,-0.45876468584838515,1.0735732389901997,1.8402726782915158,2.385722039694735,-1.116647614264409,-0.7245737773567273,0.09996588586755757,0.24853899037170807,6,4,0.10426409420162404,Medium,,,Green,
CKG,2021,-0.17373075786773584,-0.41203957375192857,0.7062558841143479,1.5915740271830274,0.35354166981390156,-0.9111928450885823,-0.7180121373103573,-0.06857746183236327,-0.08538748898268758,1,4,0.13842926604548875,Low,Medium,0.10426409420162404,Green,0.03416517184386471
CKG,2022,-0.18578816403219497,-0.44413985128224315,0.6891618891325639,1.4150804930593037,1.4080903424548068,-1.1248458111075101,-0.6048903383885189,-0.06443794285890732,0.03720553135979402,1,4,0.11717406818810729,Low,Low,0.13842926604548875,Yellow,-0.02125519785738146
CKG,2023,-0.2358358070541371,-0.49418870119286046,0.3461415517061648,1.1762028439420118,0.3342107692353479,-0.5132046627755397,-0.5878592682021596,-0.07266656866452628,0.019163043747986323,6,4,0.11932524645573635,Medium,Low,0.11717406818810729,Yellow,0.0021511782676290614
CKG,2024,-0.21298124406077124,-0.4063188782249537,0.4871450174236096,1.144912063807537,0.7767113569630226,-0.6439672630710822,-0.6076528967564033,-0.06857746183236327,0.002002291421798836,6,4,0.09411478728381,Medium,Medium,0.11932524645573635,Yellow,-0.025210459171926353
CLC,2020,0.7377766410456701,-0.08967181786805553,2.3466580966993864,-1.3109000709184886,-0.5553242147235247,0.9043269870497814,1.2655693341463137,-0.02726977063260641,-0.08194351286441756,0,2,0.06787609310662936,Medium,,,Green,
CLC,2021,0.17235634725883509,-0.19876893526549122,2.0311248701366016,-0.994437700137284,-0.19473232571767757,0.8853563210526185,1.28465520953948,-0.06857746183236327,-0.08538748898268758,0,2,0.06321882746129566,Medium,Medium,0.06787609310662936,Green,-0.004657265645333697
CLC,2022,-0.1034978670533123,-0.4336523373868017,1.361947795883071,-0.2692667630279242,-0.4176963111900051,0.8863595984560648,0.6279616960801991,-0.10351667445763386,-0.06024637613276463,0,2,0.06093636780594922,Medium,Medium,0.06321882746129566,Green,-0.0022824596553464374
CLC,2023,-0.17797354439859633,-0.4657385833047815,0.9676910750806058,-0.037094296649370556,-0.17945493494206474,0.8683604892117319,1.0686557562083865,-0.09947708470157962,-0.0863107894863642,0,2,0.04724790242067383,Medium,Medium,0.06093636780594922,Green,-0.013688465385275392
CLC,2024,-0.22262013899575042,-0.39652467239659667,0.6503829287266679,0.38059624551221855,-0.04150517416378246,0.8078702286053653,1.0134256351726507,-0.06857746183236327,-0.07312632139843384,0,2,0.040693479880006656,Medium,Medium,0.04724790242067383,Green,-0.006554422540667175
CLL,2020,0.9140020841180635,3.4781565294111014,0.5715542312574847,-1.858473764417419,-0.6314144141913222,0.8242011858733092,-0.39092176644510446,-0.025863857057049338,-0.12909193059824317,0,2,0.2551127501276874,Medium,,,Green,
CLL,2021,1.6988532626163615,7.966172022284336,0.9061540586051887,-2.058479170161434,-0.24346649352486097,0.8054972750296405,-0.5470169519076349,-0.06857746183236327,-0.08538748898268758,5,0,0.32107516509298073,Low,Medium,0.2551127501276874,Green,0.06596241496529331
CLL,2022,0.8845542575026959,5.417138675711789,0.9010395458068107,-1.7174680675063978,-0.8253054983219886,0.8901935512231228,-0.5413082760984217,-0.09531383060057652,-0.08886835381256411,5,0,0.3436572339910767,Low,Low,0.32107516509298073,Green,0.022582068898095997
CLL,2023,0.5534738296449685,4.998319178225499,0.9752336679933604,-1.6601004653095617,-0.3979831758269053,0.8712955328941401,-0.40479094738305654,-0.09521840989627889,-0.10618757697816465,5,0,0.3215904663719488,Low,Low,0.3436572339910767,Yellow,-0.022066767619127903
CLL,2024,0.5564013647766402,1.2133250741778403,1.0271295821011084,-1.6173344493878752,-0.7266590124489958,0.6990630819052505,-0.401664280101267,-0.06857746183236327,-0.08740062697522977,0,2,0.30849657875099656,Medium,Low,0.3215904663719488,Yellow,-0.01309388762095226
CLW,2020,-0.44246278373716563,-0.32913429744609685,-0.9765985710020613,0.3158236759422752,-0.10293546732894857,0.08860162688422207,1.5985647097379703,-0.033574405354560015,-0.127477710234811,2,1,0.023760198073091324,High,,,Green,
CLW,2021,-0.3213545339041579,0.05806314484289662,-0.7299056856651007,0.1968492067252838,-0.08890797469963656,-0.0727893441951366,1.8161320019862617,-0.06857746183236327,-0.08538748898268758,2,1,0.024020491662055162,High,High,0.023760198073091324,Green,0.00026029358896383775
CLW,2022,-0.3088787004899997,-0.2804899212233419,-0.35344012721470625,0.3014632254224607,-0.1104608666948403,-0.4066834928333256,1.3649580319161942,-0.10916850170040462,-0.08710127484628613,6,1,0.02403830744929497,Medium,High,0.024020491662055162,Green,1.781578723980895e-05
CLW,2023,-0.3131550927110962,-0.1308474946391102,-0.6338491733323427,0.6983537640219621,0.049274753398075154,-0.10758598181849165,1.4440016314878092,-0.10238657422522796,-0.10528004785800878,6,1,0.037228494136138254,Medium,Medium,0.02403830744929497,Green,0.013190186686843283
CLW,2024,-0.3184378979658773,-0.40223075164924665,-0.8523823409522306,0.4569047689506406,0.01194083368811515,-0.13539997411546584,1.4143035857758777,-0.06857746183236327,-0.08659759669534971,6,1,0.04100411971075857,Medium,Medium,0.037228494136138254,Green,0.0037756255746203143
CMG,2020,-0.2779527428217767,-0.2581802060133526,-0.05351648341144972,0.30870596568226455,-0.1063864253113801,-0.1712794211563624,0.059552100599763264,-0.006652429051098724,-0.1233233226123181,6,1,0.048043464507528076,Medium,,,Green,
CMG,2021,-0.26641270052918026,-0.27774216224819,-0.18043246171128663,0.49201375788085194,-0.04417562390172756,-0.11695598441681257,0.10283432724559241,-0.06857746183236327,-0.08538748898268758,6,1,0.053531978597047974,Medium,Medium,0.048043464507528076,Green,0.005488514089519898
CMG,2022,-0.3461127867933277,-0.3172368972051237,-0.5361605555445058,0.4788974695720795,0.02017485006657239,-0.14378045684245902,0.11563383383057466,-0.09469252723557516,-0.08696430753486556,6,1,0.04672943601430609,Medium,Medium,0.053531978597047974,Green,-0.006802542582741884
CMG,2023,-0.3190943314751783,-0.2584738142876574,-0.7314409834475438,0.4581135900149012,-0.043571933281970426,-0.039763899004604475,0.18493984705158278,-0.09362691388336719,-0.10536141713017419,6,1,0.05058227314877781,Medium,Medium,0.04672943601430609,Green,0.0038528371344717163
CMG,2024,-0.29939003583623425,-0.23549329159031565,-0.6277064507059313,0.38423744217860467,-0.039044751790154,-0.051849222612917654,0.15339185283845427,-0.06857746183236327,-0.08701805441760972,6,1,0.04843785668436835,Medium,Medium,0.05058227314877781,Green,-0.0021444164644094585
CMV,2020,-0.38226999225673036,-0.35826293260322717,-0.3814661115917731,0.9395692567683689,0.3227488070871545,0.9111064211553074,6.534146816720026,-0.03512082557189133,-0.11854198652558502,2,6,0.004375084087645831,High,,,Green,
CMV,2021,-0.23686921882483253,-0.2906562115852421,0.22803406461451492,0.008780109168291058,-0.1120892298907263,0.8845865354657536,8.084679368329818,-0.06857746183236327,-0.08538748898268758,2,6,0.007390003790491835,High,High,0.004375084087645831,Green,0.003014919702846004
CMV,2022,-0.28849810741227494,-0.18941917396356303,0.12943404233041486,0.1660208837516271,-0.19689064743213314,0.882413049189303,7.515496466100943,-0.1101684254198584,-0.0859886417113576,2,6,0.005299114431959901,High,High,0.007390003790491835,Green,-0.0020908893585319345
CMV,2023,-0.27689573024599606,-0.2517213772598355,-0.032927106727601664,0.4061790006940893,-0.06084107715735796,0.8426432282141029,7.329360047819685,-0.10350700511932259,-0.10383317526723297,2,6,0.0034738302391470314,High,High,0.005299114431959901,Green,-0.0018252841928128693
CMV,2024,-0.26377734322699065,-0.3088074348748777,-0.0023587002824831515,0.2721961464633655,-0.11097920689515278,0.8787339183848615,8.30792609144785,-0.06857746183236327,-0.08583814840142023,2,6,0.002090512449365468,High,High,0.0034738302391470314,Green,-0.0013833177897815633
CMX,2020,-0.43747293742673454,-0.4831150734044591,-0.9215798606419977,0.7166944338421108,0.1362077942316876,0.7772230467309151,0.04788525753366132,-0.012404077876404697,-0.06578355685389144,6,1,0.04221904885080906,Medium,,,Green,
CMX,2021,-0.17610978616316156,-0.4180936904151295,0.4516350288910019,-0.011151656272844377,-0.1143501028854966,0.10066269650726503,-0.019699285439617683,-0.06857746183236327,-0.08538748898268758,0,1,0.03989414289070515,Medium,Medium,0.04221904885080906,Green,-0.002324905960103908
CMX,2022,-0.32045379774683175,-0.4698159529706686,-0.1385383631377109,0.3210928975193777,-0.09704868298977819,0.8146081120898817,0.02147248585476985,-0.08873450202575617,-0.06745511013271577,6,1,0.0313363488668454,Medium,Medium,0.03989414289070515,Green,-0.008557794023859748
CMX,2023,-0.29631485876491664,-0.4918882010349952,-0.4202095266504437,0.5196586273592857,-0.021933810457737637,0.1316069212682913,-0.2599226529972132,-0.0885411273720533,-0.07020051132208481,6,4,0.03281793668155417,Medium,Medium,0.0313363488668454,Green,0.0014815878147087722
CMX,2024,-0.17261356193762847,-0.3097742802471392,0.5297397503138978,0.5090647957485175,0.05089539605438409,-0.7214581091334541,-0.10665982696494801,-0.06857746183236327,-0.0665704210797282,1,4,0.032533908493500484,Low,Medium,0.03281793668155417,Green,-0.00028402818805368935
CNG,2020,-0.2256177444398682,0.5885293654928674,0.5856548593486954,0.21797900783560625,-0.14847797332146914,0.7726239669694175,1.3884534897356586,-0.016238623786066404,-0.12774089397979782,2,1,0.02181772505970545,High,,,Green,
CNG,2021,-0.27639212183937006,0.09742956015465001,-0.0892442227536229,0.33242234396623166,-0.06980950995530058,0.7499628617484515,2.0438314296183813,-0.06857746183236327,-0.08538748898268758,2,1,0.02691365457313274,High,High,0.02181772505970545,Green,0.005095929513427293
CNG,2022,-0.28307526570764413,0.32293813877830546,0.22523664738923388,0.47284292898555663,0.015342880810418756,0.504059249203567,2.0998089739765375,-0.10351709209030018,-0.08815480652574234,2,1,0.028100143038157686,High,High,0.02691365457313274,Green,0.001186488465024945
CNG,2023,-0.2222736812048003,0.275173676335466,0.49241772330132,0.13850394962141013,-0.13779575120385915,0.6781419472320267,1.8755830053905969,-0.09716711633503826,-0.10580533372460121,2,1,0.03543330340878773,High,High,0.028100143038157686,Green,0.007333160370630046
CNG,2024,-0.2538890706745155,0.007493219139087795,0.17573481964794313,0.3952883396267034,-0.03152398379187609,0.7773703897690887,1.700363982616712,-0.06857746183236327,-0.08731733969885892,2,1,0.025870423411029644,High,High,0.03543330340878773,Green,-0.009562879997758088
COM,2020,0.634771962360713,1.33475916851368,0.2925017500512444,-1.7195822119431001,-0.6139891454865481,-0.09471753169237039,5.287643442670815,-0.03764137106095406,-0.12535866041822222,2,6,0.01277399166404305,High,,,Green,
COM,2021,0.3799824747914804,1.5160324235172384,0.41159536011088926,-1.7037136024056119,-0.22989738020079187,0.017656012225087992,4.5374613391194,-0.06857746183236327,-0.08538748898268758,2,6,0.015112521039324726,High,High,0.01277399166404305,Green,0.002338529375281676
COM,2022,0.015138663454612653,1.133416100093371,0.17058814655940296,-1.2713886369349034,-0.7329929905975545,0.2533269233666599,7.420475489021626,-0.11146146189922822,-0.08782460995291873,2,6,0.0002654885436209658,High,High,0.015112521039324726,Green,-0.01484703249570376
COM,2023,0.10192796713630678,2.527234642058998,0.2038130765347644,-1.5667858447305396,-0.390146131862795,0.8712955328941401,8.18064285904009,-0.10447748327145999,-0.10648556103159514,2,6,0.0079352616958397,High,High,0.0002654885436209658,Green,0.007669773152218735
COM,2024,0.08136098856498632,1.2253133718882414,0.2460698916738618,-1.5146426821057661,-0.7082908351738245,0.8874087959617681,7.559851357350143,-0.06857746183236327,-0.08740237245032886,2,6,0.006529706168897135,High,High,0.0079352616958397,Green,-0.0014055555269425661
CRC,2020,-0.37929544261774684,-0.37366046273110476,-0.4055924175851267,1.1329538600795828,0.5343544439312776,0.3779138621002671,0.018214349330660323,-0.011292557490282004,-0.07463527246643363,6,1,0.008448945373782343,Medium,,,Green,
CRC,2021,-0.23131112558051048,-0.19752317200958222,-0.36474422098511416,-0.055089667879528535,-0.11921400943515448,-0.8931459726912104,-0.3413473127777742,-0.06857746183236327,-0.08538748898268758,1,4,0.060863039214431314,Low,Medium,0.008448945373782343,Green,0.05241409384064897
CRC,2022,-0.28121546623442645,-0.259717214812824,-0.39607132187854466,-0.1343713072400477,-0.35703092921419555,-0.6471957991002083,-0.2889849130898886,-0.08156914004349111,-0.08152576825193199,1,4,0.05818113415475717,Low,Low,0.060863039214431314,Green,-0.002681905059674146
CRC,2023,-0.2551994423553304,-0.01613449041618172,-0.40526991123403927,-0.31902876470560165,-0.23548149593839826,-0.3636254466526666,-0.30969815873690215,-0.091405112589536,-0.10039202280213204,1,1,0.08312860905067475,Low,Low,0.05818113415475717,Green,0.02494747489591758
CRC,2024,-0.14884305667379535,-0.2532441066512624,0.09217993831968987,-0.5487511111430887,-0.4738954752118578,-0.5001277507697041,-0.5055735809918341,-0.06857746183236327,-0.0783084736054379,1,4,0.14929652677791988,Low,Low,0.08312860905067475,Green,0.06616791772724513
CRE,2020,-0.2590214713486674,-0.30285410074221303,-0.07792879980442932,-0.05476659464726379,-0.2569220268560893,-0.10898679820218524,-0.38200689328233467,0.056436737088447715,-0.127243644470492,6,1,0.1416784865180996,Medium,,,Green,
CRE,2021,-0.1269256657976512,-0.378411264580293,0.4850517933549546,-0.07475371099349104,-0.12133899258078067,-0.4171169411662891,0.01143940631471676,-0.06857746183236327,-0.08538748898268758,0,1,0.080473378678043,Medium,Medium,0.1416784865180996,Red,-0.061205107840056616
CRE,2022,-0.08501130874649426,-0.42472000535287735,0.6422620331154264,-0.8624431770224749,-0.6269328228920131,0.8785580473678796,-0.4672279674388367,-0.021530873260023294,-0.08121857980140826,0,2,0.055939865446476174,Medium,Medium,0.080473378678043,Yellow,-0.02453351323156682
CRE,2023,0.17885111853577976,-0.35165367683027765,1.1935829662160728,-1.0927764014738701,-0.3440482296752874,-0.09734162867380747,-0.7339262183582115,0.11226444672260152,-0.07347931351342432,0,2,0.0022011863375253128,Medium,Medium,0.055939865446476174,Red,-0.05373867910895086
CRE,2024,-0.08057084674771395,-0.4064703207589194,0.5082120900004828,-1.0507365870443606,-0.6118711300655452,0.8850717333415925,-0.6599601112161142,-0.06857746183236327,-0.078945818256675,0,2,0.027836928649391954,Medium,Medium,0.0022011863375253128,Green,0.02563574231186664
CRV,2021,1.9169825046602307,1.0231102354890045,2.7059031839831698,-1.8780630983541335,-0.23683474562786055,0.5775671505323201,-0.9367883915590235,-0.06857746183236327,-0.08538748898268758,0,2,1.2665976860538637,Medium,,,Green,
CRV,2022,0.24827600068254368,-0.3670484510882583,1.8075986878859642,-1.0155035187734112,-0.6695072364560921,0.6639971958404051,-0.7567764682762661,-0.09684691953788177,0.06267978807577713,0,2,0.34898289378018754,Medium,Medium,1.2665976860538637,Red,-0.9176147922736761
CRV,2023,-0.0835611261761619,-0.38400831016277065,1.2769191882598316,-0.2821697550267619,-0.22880227181589316,0.24444454068933957,-0.6673784862050078,-0.09933925873746623,0.0890626152446965,0,4,0.32138032128652544,Medium,Medium,0.34898289378018754,Yellow,-0.027602572493662103
CRV,2024,0.4653056655314243,-0.26360461734395463,1.9008278246255488,-1.359997271252943,-0.678760010596195,0.4695303748578575,-0.5285404510975181,-0.06857746183236327,-0.012697832377173061,0,2,0.2391767826082729,Medium,Medium,0.32138032128652544,Red,-0.08220353867825253
CSM,2020,-0.43593870038152693,-0.4008741328078639,-0.9136567468943023,0.9022027102691196,0.2878136957083755,0.35062491780014393,0.345494390509844,-0.020393904833655618,-0.08659291618823407,6,1,0.019322276230560056,Medium,,,Green,
CSM,2021,-0.34940556644557097,-0.41841478325713777,-0.8860711151319146,1.0797500160688893,0.09671543132196743,0.5799639326676088,0.2984208575820205,-0.06857746183236327,-0.08538748898268758,6,1,0.008681718865321795,Medium,Medium,0.019322276230560056,Green,-0.010640557365238262
CSM,2022,-0.3936237996621173,-0.48035706089668123,-0.8407878448570448,1.0959598480037287,0.7290747547806461,0.6752193591726487,0.26660321311525537,-0.10102851637488092,-0.06622642679696435,6,1,0.014882618849670966,Medium,Medium,0.008681718865321795,Green,0.006200899984349171
CSM,2023,-0.32276306010642947,-0.3627893508820237,-0.6309833981447684,0.9518827453866222,0.17853054436489232,0.7119507801528538,0.5084489762593146,-0.0963041417819392,-0.09296188812254023,6,1,0.011533087887198238,Medium,Medium,0.014882618849670966,Green,-0.003349530962472728
CSM,2024,-0.3038681951147234,-0.2447398598982474,-0.4875078520989031,0.8597656656287318,0.3792927197201233,0.7726049850998309,0.3598865256653806,-0.06857746183236327,-0.07780657146524153,6,1,0.016194883608825813,Medium,Medium,0.011533087887198238,Green,0.004661795721627575
CSV,2020,0.2721447223501131,0.12590717554707664,0.9132602809220791,-1.17683776309256,-0.5332295138761294,0.20674769725503006,0.13012646957893484,-0.022255920144012058,-0.10304419698584662,0,2,0.13463669442860543,Medium,,,Green,
CSV,2021,0.07270469717350342,0.24076983675030103,0.8789935546765429,-1.284773836630621,-0.2106802272806027,0.892489744030376,0.22280157040356072,-0.06857746183236327,-0.08538748898268758,0,2,0.13829103715930927,Medium,Medium,0.13463669442860543,Green,0.0036543427307038356
CSV,2022,0.28499595716737935,0.4085988314598653,1.2831473498104293,-1.2947293734206586,-0.7383593147566027,0.8901935512231228,0.2294119343707852,-0.10173524837234398,-0.07736986997851969,0,2,0.19385229569994436,Medium,Medium,0.13829103715930927,Green,0.055561258540635095
CSV,2023,0.20121936521117195,-0.02272953135639352,1.4055629145281947,-1.2860260438716962,-0.3642360391151916,0.8712955328941401,0.07405833851668438,-0.09734748236889794,-0.09413568212394065,0,2,0.14518586386288537,Medium,Medium,0.19385229569994436,Yellow,-0.04866643183705899
CSV,2024,0.20206645111568575,0.08926087365812924,1.4884875118718668,-1.2662105486975856,-0.6596523784451822,0.8874087959617681,0.12423184333240957,-0.06857746183236327,-0.08088888892853544,0,2,0.13909248630117493,Medium,Medium,0.14518586386288537,Green,-0.006093377561710439
CTD,2020,-0.045622136519866636,-0.17622835908826656,1.3263500404627226,-0.3240547429033893,-0.3433482572974506,0.9116482098306309,0.12756425320067355,0.026849351938350287,-0.1140632547848481,0,2,0.02298064924380533,Medium,,,Green,
CTD,2021,-0.11183169961165391,-0.27630784060008834,1.1877128805925699,-0.28918002345592453,-0.1426316725337777,0.8907451433559661,-0.2557151390541609,-0.06857746183236327,-0.08538748898268758,0,2,0.002655987319337367,Medium,Medium,0.02298064924380533,Yellow,-0.02032466192446796
CTD,2022,-0.2642889489348922,-0.3514506021265064,0.5284105758817778,0.5302699270533271,0.06236089427564093,0.6885600524150344,-0.18600000657129837,-0.05500680846104827,-0.07647283967123218,6,1,0.001430274958087101,Medium,Medium,0.002655987319337367,Green,-0.0012257123612502661
CTD,2023,-0.2616896322482169,-0.2235479145166307,0.3134555768422739,0.7368339648377006,0.06649871688212156,0.7203076560439651,-0.08846598066859422,-0.06935742994476198,-0.09824212587103062,6,1,0.011369789125242164,Medium,Medium,0.001430274958087101,Green,0.009939514167155062
CTD,2024,-0.28467997944025253,-0.30228655554566153,-0.06530876889072013,1.0220239111156861,0.5859329870324053,0.8744605337299509,-0.02857392467441548,-0.06857746183236327,-0.07942392168778405,6,1,0.016283484385176863,Medium,Medium,0.011369789125242164,Green,0.0049136952599347
CTF,2020,-0.41028643839681916,-0.43291783966817377,-0.7151823479687945,0.8893114511323866,0.2761403251657697,0.23779562722666434,2.873124385210174,-0.02492800565804052,-0.121516284132407,2,1,0.00025343930195378223,High,,,Green,
CTF,2021,-0.2923316136637589,-0.38110059058466217,-0.2943056972340923,0.3520782961951984,-0.0668491009535456,0.6181582396076768,1.8606444983332258,-0.06857746183236327,-0.08538748898268758,2,1,0.011496327180072076,High,High,0.00025343930195378223,Green,0.011242887878118293
CTF,2022,-0.37634103179016754,-0.42491100747271665,-0.6651560208837975,0.8376566239768538,0.36881048515417564,0.559240875099627,1.3823748181782478,-0.09847157640192541,-0.08423497610585927,6,1,0.018636199759339875,Medium,High,0.011496327180072076,Green,0.007139872579267799
CTF,2023,-0.32230275917845064,-0.482326876820055,-0.6411655220120183,1.1655481055717778,0.32563134949807415,0.30859020941169324,1.114963138032039,-0.09164759007423848,-0.1022572640426813,6,1,0.006203135738984247,Medium,Medium,0.018636199759339875,Green,-0.012433064020355628
CTF,2024,-0.30835188559761895,-0.39836686518192227,-0.5850650444658618,1.1763332726996902,0.8314160052325751,0.26208091849153886,1.210133537792849,-0.06857746183236327,-0.08510315168221454,6,1,0.006233087950248519,Medium,Medium,0.006203135738984247,Green,2.9952211264271458e-05
CTI,2020,-0.450996567689071,-0.13633888199416716,-1.013872439477024,1.0762656600319325,0.4663157787731943,-2.241713843158492,-0.7633256117456217,-0.0068596820695833284,-0.0967566291203252,1,4,0.11074747467746206,Low,,,Green,
CTI,2021,-0.3913956523494719,-0.01450525215579409,-1.1620815818452155,1.3111373182316077,0.18750746292546083,-2.377546881532691,-0.8021857219892417,-0.06857746183236327,-0.08538748898268758,1,4,-0.017369209384651613,Low,Low,0.11074747467746206,Red,-0.12811668406211368
CTI,2022,-0.4809060344767866,-0.3711970344727484,-1.2875534511253266,1.1447315823615862,0.812356435642903,-2.4511009928701135,-0.7007242145761031,-0.0966009121902218,-0.07837987051094128,1,4,0.10824710853074938,Low,Low,-0.017369209384651613,Green,0.125616317915401
CTI,2023,-0.411807270227666,-0.46997345647049577,-1.3050975028914296,1.081355756871808,0.26237388238124765,-2.33104861696426,-0.6840203708877775,-0.09502151514032964,-0.09538753291143036,1,4,0.09827493539478455,Low,Low,0.10824710853074938,Green,-0.009972173135964837
CTI,2024,-0.3902288980003348,-0.3752641410033861,-1.335508170085256,0.9669447201540545,0.5107079831210323,-2.0365498151313317,-0.6304614821221028,-0.06857746183236327,-0.07591564851591534,1,4,0.1078192691548562,Low,Low,0.09827493539478455,Green,0.00954433376007166
CTR,2020,-0.41704461353966993,-0.257940180958981,-0.6944689578634676,1.1912657739279955,0.6105520763730224,0.8905800100559103,0.7862930824904945,-0.0025783284459519945,-0.11362201650630753,6,1,0.043114688469424914,Medium,,,Green,
CTR,2021,-0.3213481544335694,-0.14958372829476216,-0.49725818049674003,0.9844784376222601,0.06690382985684555,0.6527075154646095,1.1061055117667256,-0.06857746183236327,-0.08538748898268758,6,1,0.05039329731148737,Medium,Medium,0.043114688469424914,Green,0.007278608842062453
CTR,2022,-0.36970555068056765,-0.35687738467774394,-0.4963766223979689,1.2818377096910587,1.0818020428306105,0.6262304049066454,0.5255162753621302,-0.0932274517043211,-0.08285901782509164,6,1,0.047271150580530746,Medium,Medium,0.05039329731148737,Green,-0.003122146730956621
CTR,2023,-0.3114546351123706,-0.27984813422783206,-0.41413545989442413,1.1944676550785502,0.3492440390579966,0.5520617872021574,0.8006784030518893,-0.09191971669015958,-0.10319224107433941,6,1,0.04565713992948231,Medium,Medium,0.047271150580530746,Green,-0.0016140106510484364
CTR,2024,-0.3115527687220773,-0.25049963821472376,-0.6060980948521695,1.2766120532823986,1.0256508982446302,0.4350769292692935,0.9100961653754948,-0.06857746183236327,-0.0861881630686175,6,1,0.04270950571548716,Medium,Medium,0.04565713992948231,Green,-0.0029476342139951525
CVT,2020,-0.3366616542936521,-0.15349141460872318,-0.33255529618228225,-0.10884181296902878,-0.2757157934054964,0.6848652908184695,0.030111111990998803,-0.03324473312513942,-0.07017684075547888,6,1,0.09226582969239527,Medium,,,Green,
CVT,2021,-0.20763728524815114,-0.34888396495538077,0.24818417585442293,1.036508946826921,0.08273375062501481,-0.7888091401714817,-0.31954954100491895,-0.06857746183236327,-0.08538748898268758,1,4,0.0652731648068499,Low,Medium,0.09226582969239527,Yellow,-0.026992664885545373
CVT,2022,-0.25068946782282286,-0.31361204337354714,0.1870655688482841,1.3298776196962223,1.1909766613969828,-1.056176255712221,-0.3374461189005015,-0.05887570920949789,-0.0676200194303686,6,4,0.0469673113011632,Medium,Low,0.0652731648068499,Yellow,-0.018305853505686698
CVT,2023,-0.23769066909444517,-0.35663221951531265,0.1833071346893779,1.2498794517482155,0.3975422578210851,-0.8297421736457837,-0.30321530860495155,-0.06322288863357882,-0.08776677788438093,6,4,0.02217463092163114,Medium,Medium,0.0469673113011632,Yellow,-0.024792680379532063
CVT,2024,-0.25903555265387773,-0.2565807834937737,0.0568476023164565,1.1540437426794186,0.7923355930561733,-0.2668863197109002,-0.36065806692867186,-0.06857746183236327,-0.07107183002729914,6,4,0.03494342653969683,Medium,Medium,0.02217463092163114,Green,0.012768795618065688
D2D,2020,0.21325679360775499,-0.408438972092698,0.9507508264685476,0.19445019552696002,-0.15884989611583775,-1.4814058791042806,-0.7887384140774274,0.0007829186058606101,-0.06149809653376302,1,4,0.7504196380099374,Low,,,Green,
D2D,2021,1.2826285127783026,-0.24100068787800033,0.8353026174549454,-0.3959765590645045,-0.15209859481614346,-2.4686863834581443,-0.6857865481470974,-0.06857746183236327,-0.08538748898268758,1,4,0.5138856667857837,Low,Low,0.7504196380099374,Red,-0.23653397122415365
D2D,2022,0.7450405093280457,-0.23327680008084814,0.1370707199300622,-0.2526079892864014,-0.41052471181174,-2.6779212582569283,-0.8096379582018615,-0.06817140504056259,-0.01790091379335162,1,4,0.13120963857831813,Low,Low,0.5138856667857837,Red,-0.3826760282074656
D2D,2023,0.2958338000167014,0.0003416667212096604,-0.23090731298285777,-0.22784715529818678,-0.21862929668732808,-2.657531242782157,-0.7405641454827507,-0.09177635813849032,-0.06263281534725966,1,4,0.13218072684810053,Low,Low,0.13120963857831813,Green,0.0009710882697823997
D2D,2024,-0.25238488017615335,-0.15336199291638158,-0.6630112908569222,0.2597328758548707,-0.11852554455681316,-1.835860500973614,-0.6456651848342804,-0.06857746183236327,-0.06662586869641804,1,4,0.25470336906991015,Low,Low,0.13218072684810053,Green,0.12252264222180961
DAG,2020,-0.3932270226205428,-0.4315598989698755,-0.6283650560796277,0.6435202077676634,0.08479657607042995,0.11734716772032226,0.10772273871776057,-0.014209854203098555,-0.07793312650357805,6,1,0.005560746849051408,Medium,,,Green,
